time_interval,epoch,total_B_gen,total_B_adm,total_B_drop,total_N_gen,total_N_adm,total_N_drop,drop_ratio,P_q_max,P_q_mean,P_q_std,fairness_P,fairness_B,imbalance_B,lat_n,lat_mean_ns,lat_p50_ns,lat_p95_ns,lat_p99_ns,lat_p999_ns,lat_max_ns,handoffs_committed,handoffs_pending,released_buffered_bytes,released_buffered_pkts,released_buffered_pkts_dropped_at_dst,handoff_buffer_overflow_pkts,pcie_drop_pkts,pcie_accept_pkts,pcie_accept_bytes,pcie_fifo_peak_bytes,P_q[0],B_q_gen[0],B_q_drop[0],K_q[0],P_q[1],B_q_gen[1],B_q_drop[1],K_q[1],P_q[2],B_q_gen[2],B_q_drop[2],K_q[2],P_q[3],B_q_gen[3],B_q_drop[3],K_q[3]
12,12,1342500.0,1201500.0,141000.0,895,801,94,0.10502793296089379,0.4136120663875596,0.10652801659688989,0.1773047587178096,0.26523703145699584,0.7516703263705121,0.3086592178770946,801,640761.6268785754,18813.313168006018,1580352.3310498279,1584466.639149107,1587961.5845389187,1588940.5401780829,0,0,0.0,0,0,0,0,801,1201500.0,19076.0,0.4136120663875596,627000.0,141000.0,321,0.0052734375,331500.0,0.0,218,0.001171875,85500.0,0.0,57,0.0060546875,298500.0,0.0,194
13,13,1399500.0,1222500.0,177000.0,933,815,118,0.1264737406216505,0.4325969067437921,0.11034649231094802,0.18605689937194847,0.26021442374332965,0.7481435835026454,0.31323687031082503,815,628132.2007975737,18195.553480910137,1569954.1437176096,1575785.0479263419,1582236.2377131777,1582277.5273324642,0,0,0.0,0,0,0,0,815,1222500.0,16320.0,0.4325969067437921,664500.0,177000.0,326,0.0041015625,349500.0,0.0,233,0.0005859375,102000.0,0.0,69,0.0041015625,283500.0,0.0,189
14,14,1386000.0,1221000.0,165000.0,924,814,110,0.11904761904761897,0.4261421730990781,0.10843984014976953,0.18342989476453758,0.2589805332571474,0.7563089526536224,0.3046536796536794,814,626266.8803877758,18349.062781870365,1568654.6482775663,1574003.2884424392,1577696.9897144348,1578332.8987703696,0,0,0.0,0,0,0,0,814,1221000.0,17384.0,0.4261421730990781,651000.0,165000.0,324,0.0041015625,339000.0,0.0,226,0.0005859375,103500.0,0.0,69,0.0029296875,292500.0,0.0,197
15,15,1419000.0,1203000.0,216000.0,946,802,144,0.1522198731501056,0.4529321861673771,0.11513734341684428,0.19503005093866252,0.25844701847596563,0.719668165646974,0.3350951374207185,802,640485.2830883767,18898.040925741196,1576025.6434392538,1580979.9279430297,1585204.3096718618,1585575.2083983496,0,0,0.0,0,0,0,0,802,1203000.0,15964.0,0.4529321861673771,703500.0,216000.0,325,0.0041015625,348000.0,0.0,232,0.0005859375,94500.0,0.0,63,0.0029296875,273000.0,0.0,182
16,16,1453500.0,1243500.0,210000.0,969,829,140,0.14447884416924656,0.44943009246760235,0.11426181999190059,0.1935136320718353,0.25851313226128675,0.7381049331668925,0.32585139318885425,829,619773.8044499537,18651.893581409007,1585312.5516378887,1589716.7456374806,1592219.7886760528,1594552.6930536106,0,0,0.0,0,0,0,0,829,1243500.0,15596.0,0.44943009246760235,694500.0,210000.0,325,0.0041015625,385500.0,0.0,257,0.0005859375,100500.0,0.0,67,0.0029296875,273000.0,0.0,182
17,17,1486500.0,1308000.0,178500.0,991,872,119,0.12008072653884957,0.4334694602272725,0.10997869318181813,0.1867722301506499,0.2574623104129627,0.7609468125001937,0.31306760847628623,872,589049.3897238602,18185.700634874403,1594658.777579731,1602590.662150141,1608257.203206058,1609683.0144980513,0,0,0.0,0,0,0,0,872,1308000.0,17468.0,0.4334694602272725,660000.0,178500.0,321,0.0035156249999999997,451500.0,0.0,302,0.0,97500.0,0.0,66,0.0029296875,277500.0,0.0,185
18,18,1377000.0,1243500.0,133500.0,918,829,89,0.09694989106753805,0.40651469358272485,0.10309351714568121,0.17518487075942968,0.25723223971939735,0.7598954012623985,0.3110021786492372,829,610365.9029003242,18872.046737182885,1566796.168320228,1574251.4989117957,1577409.9538708006,1577543.5801666155,0,0,0.0,0,0,0,0,829,1243500.0,17992.0,0.40651469358272485,616500.0,133500.0,322,0.0035156249999999997,390000.0,0.0,260,0.0,78000.0,0.0,52,0.00234375,292500.0,0.0,196
19,19,1375500.0,1251000.0,124500.0,917,834,83,0.09051254089422023,0.39897034283980565,0.10076797633495141,0.17216937686185252,0.25515411402955773,0.7714096735249544,0.30125408942202814,834,619012.5736111755,18333.669066671282,1564791.8347646897,1575082.9918939723,1579761.20092921,1580855.1309730113,0,0,0.0,0,0,0,0,834,1251000.0,16456.0,0.39897034283980565,618000.0,124500.0,329,0.00234375,382500.0,0.0,257,0.0,102000.0,0.0,68,0.0017578124999999998,273000.0,0.0,183
20,20,1363500.0,1237500.0,126000.0,909,825,84,0.09240924092409235,0.40059742647058805,0.101028262867647,0.1729583222612595,0.25439760592970684,0.7741091403752685,0.29840484048404825,825,614843.8737913264,18370.006358940154,1561499.6294208453,1570054.1206988355,1574204.4934106532,1576015.9907149598,0,0,0.0,0,0,0,0,825,1237500.0,24212.0,0.40059742647058805,612000.0,126000.0,325,0.00234375,375000.0,0.0,250,0.0,103500.0,0.0,69,0.001171875,273000.0,0.0,183
21,21,1419000.0,1285500.0,133500.0,946,857,89,0.09408033826638472,0.4040414663461537,0.10237755408653841,0.1741681684784933,0.25679235831638864,0.7866591187184427,0.2891120507399574,857,597448.4299099462,18353.608791533858,1559873.3671259515,1564321.9353345784,1567923.1710816035,1569738.74439276,0,0,0.0,0,0,0,0,857,1285500.0,16280.0,0.4040414663461537,624000.0,133500.0,328,0.0033203125,402000.0,0.0,267,0.0009765625,120000.0,0.0,79,0.001171875,273000.0,0.0,182
22,22,1444500.0,1278000.0,166500.0,963,852,111,0.11526479750778809,0.42534045298165113,0.10706753512041278,0.18375697886230696,0.25344880013829424,0.7855730622617535,0.2821910695742469,852,600469.8576340397,17608.217538107187,1568474.8568717951,1574281.459867488,1579728.4882858098,1579889.3584739342,0,0,0.0,0,0,0,0,852,1278000.0,19120.0,0.42534045298165113,654000.0,166500.0,324,0.00234375,361500.0,0.0,242,0.0,132000.0,0.0,89,0.0005859375,297000.0,0.0,199
23,23,1392000.0,1239000.0,153000.0,928,826,102,0.1099137931034482,0.4156432535046727,0.10449675087616818,0.1796416318930448,0.25282355960784025,0.7698215754281832,0.29741379310344795,826,625058.1144188711,18545.65654362738,1579818.227391025,1585374.4108732482,1589861.8420106224,1591234.834907908,0,0,0.0,0,0,0,0,826,1239000.0,17796.0,0.4156432535046727,642000.0,153000.0,328,0.0017578124999999998,358500.0,0.0,240,0.0,118500.0,0.0,79,0.0005859375,273000.0,0.0,182
24,24,1510500.0,1302000.0,208500.0,1007,868,139,0.138033763654419,0.44789383793290016,0.11280353760822505,0.19346567459214647,0.25371445206870835,0.776680044729707,0.29170804369414083,868,591112.9762351768,17824.95989747718,1580681.5780916866,1584444.3982493023,1586930.515064323,1587923.8947635405,0,0,0.0,0,0,0,0,868,1302000.0,16744.0,0.44789383793290016,693000.0,208500.0,322,0.0017578124999999998,396000.0,0.0,264,0.0,145500.0,0.0,97,0.0015625,276000.0,0.0,183
25,25,1530000.0,1318500.0,211500.0,1020,879,141,0.13823529411764698,0.4487521935745138,0.11248101714362846,0.19414640159734145,0.25130766900676377,0.7872323682346746,0.2813725490196075,879,580814.9099584926,17886.202723436058,1578227.921404209,1584012.908181029,1588480.6844990551,1591151.2730026916,0,0,0.0,0,0,0,0,879,1318500.0,17720.0,0.4487521935745138,694500.0,211500.0,323,0.0005859375,390000.0,0.0,262,0.0,153000.0,0.0,102,0.0005859375,292500.0,0.0,196
26,26,1452000.0,1246500.0,205500.0,968,831,137,0.14152892561983463,0.4451359102668843,0.11143046194172108,0.19266507891785956,0.250660404050308,0.7639098136662167,0.29493801652892526,831,605595.3259509215,17949.269355285913,1556898.2361823115,1563230.383005706,1567720.8221049847,1568900.614106819,0,0,0.0,0,0,0,0,831,1246500.0,16984.0,0.4451359102668843,688500.0,205500.0,323,0.0005859375,348000.0,0.0,232,0.0,142500.0,0.0,95,0.0,273000.0,0.0,183
27,27,1405500.0,1236000.0,169500.0,937,824,113,0.12059765208110984,0.42384129213483124,0.10610680740870782,0.18344424624896444,0.25069358407794495,0.7525543178257098,0.30763073639274263,824,631751.8487969307,19156.7932176888,1567473.5379537316,1580176.5010409728,1583488.3771286358,1585495.1748206802,0,0,0.0,0,0,0,0,824,1236000.0,22012.0,0.42384129213483124,667500.0,169500.0,331,0.0005859375,343500.0,0.0,229,0.0,111000.0,0.0,74,0.0,283500.0,0.0,189
28,28,1450500.0,1252500.0,198000.0,967,835,132,0.13650465356773517,0.4400493421052629,0.11040296052631574,0.19032174449628983,0.2517779749216647,0.7431037003836752,0.3182523267838673,835,616935.0556499047,18793.823479920626,1582877.3158065197,1587655.066087587,1589329.8140575576,1589512.8470359296,0,0,0.0,0,0,0,0,835,1252500.0,19252.0,0.4400493421052629,684000.0,198000.0,326,0.0005859375,367500.0,0.0,245,0.0,87000.0,0.0,58,0.0009765625,312000.0,0.0,207
29,29,1417500.0,1230000.0,187500.0,945,820,125,0.13227513227513218,0.43579799107142836,0.10894949776785709,0.18870606559304046,0.2500034419696112,0.7477843426883308,0.30608465608465574,820,622307.7452437632,18145.08186782524,1579671.3533651489,1587387.2120486668,1592264.6397869184,1592613.1889477,0,0,0.0,0,0,0,0,820,1230000.0,19224.0,0.43579799107142836,672000.0,187500.0,322,0.0,328500.0,0.0,220,0.0,96000.0,0.0,64,0.0,321000.0,0.0,215
30,30,1423500.0,1251000.0,172500.0,949,834,115,0.12118018967334028,0.42630550986842086,0.10657637746710522,0.18459570065966507,0.2500035186116149,0.7637933841962962,0.30216016859852446,834,607614.7358374147,18101.783304343,1567831.5046203511,1573514.5383410654,1577099.7538629042,1577185.1972071677,0,0,0.0,0,0,0,0,834,1251000.0,16712.0,0.42630550986842086,655500.0,172500.0,324,0.0,364500.0,0.0,243,0.0,103500.0,0.0,69,0.0,300000.0,0.0,200
31,31,1381500.0,1246500.0,135000.0,921,831,90,0.09771986970684032,0.40289963942307677,0.10072490985576919,0.1744606614579874,0.25000372302076285,0.7827556613698023,0.2831161780673179,831,618190.7794649163,18603.834960546345,1571810.65422377,1578228.481888146,1581527.7438082485,1581656.5230549388,0,0,0.0,0,0,0,0,831,1246500.0,19076.0,0.40289963942307677,624000.0,135000.0,326,0.0,340500.0,0.0,227,0.0,115500.0,0.0,77,0.0,301500.0,0.0,201
32,32,1372500.0,1231500.0,141000.0,915,821,94,0.1027322404371584,0.4065808163875596,0.1016452040968899,0.17605465784152152,0.2500036893125026,0.7706727812982116,0.2926229508196718,821,624409.2773932193,18410.09464506805,1580102.564043738,1585812.5171314448,1588503.2530223536,1589712.0902716294,0,0,0.0,0,0,0,0,821,1231500.0,19248.0,0.4065808163875596,627000.0,141000.0,325,0.0,337500.0,0.0,225,0.0,102000.0,0.0,68,0.0,306000.0,0.0,204
33,33,1378500.0,1233000.0,145500.0,919,822,97,0.1055495103373231,0.41086897747613343,0.10271724436903336,0.17791148606063395,0.25000365080775855,0.7724031021931188,0.29624591947769296,822,621724.1346516244,18557.291630622,1584493.536981918,1593252.5542365557,1596727.6922774364,1597621.4089130685,0,0,0.0,0,0,0,0,822,1233000.0,19820.0,0.41086897747613343,628500.0,145500.0,321,0.0,358500.0,0.0,239,0.0,109500.0,0.0,73,0.0,282000.0,0.0,188
34,34,1386000.0,1257000.0,129000.0,924,838,86,0.09307359307359302,0.39934943354622854,0.10008149901155713,0.17278288252197377,0.2512251946032183,0.7738469012624084,0.29816017316017285,838,608347.1753939494,18832.22667548433,1563481.557913709,1570253.171487059,1573669.2541298305,1574352.5121968538,0,0,0.0,0,0,0,0,838,1257000.0,17556.0,0.39934943354622854,616500.0,129000.0,325,0.0,381000.0,0.0,254,0.0,94500.0,0.0,63,0.0009765625,294000.0,0.0,195
35,35,1534500.0,1365000.0,169500.0,1023,910,113,0.11045943304007813,0.4267020089285712,0.1082868303571428,0.18384035722476774,0.2575831250140819,0.7837172555304267,0.289589442815249,910,582879.8123680657,18287.573020666838,1576319.394601566,1586133.5277086778,1590166.3460497842,1591796.9327114895,0,0,0.0,0,0,0,0,910,1365000.0,19008.0,0.4267020089285712,672000.0,169500.0,329,0.00390625,421500.0,0.0,277,0.0009765625,109500.0,0.0,72,0.0015625,331500.0,0.0,220
36,36,1515000.0,1303500.0,211500.0,1010,869,141,0.1396039603960395,0.45245942864806843,0.1165816540370171,0.19392818869847298,0.26545771186590894,0.75187360327372,0.3163366336633662,869,598805.7341814415,18536.77060048282,1593452.1935397342,1599936.287574852,1603804.4111131078,1604506.5827873647,0,0,0.0,0,0,0,0,869,1303500.0,16756.0,0.45245942864806843,699000.0,211500.0,322,0.00625,412500.0,0.0,271,0.0015625,94500.0,0.0,62,0.0060546875,309000.0,0.0,201
37,37,1446000.0,1228500.0,217500.0,964,819,145,0.150414937759336,0.45600153550215955,0.11634413387553989,0.19610537728332142,0.2603405363521648,0.7283157987134312,0.3329875518672196,819,614809.5231679698,18672.38157990575,1579716.3392968103,1588321.8621702627,1591681.3283124547,1591860.5994693264,0,0,0.0,0,0,0,0,819,1228500.0,18952.0,0.45600153550215955,694500.0,217500.0,319,0.0046875,376500.0,0.0,251,0.001171875,79500.0,0.0,53,0.0035156249999999997,295500.0,0.0,198
38,38,1461000.0,1330500.0,130500.0,974,887,87,0.08932238193018475,0.40390058876811574,0.10302592844202894,0.1737151717889792,0.2602109075238729,0.8057052201031383,0.2736139630390142,887,576741.6705400493,18026.101758003235,1557619.053916461,1563808.6863350722,1567459.363663985,1569666.3192469627,0,0,0.0,0,0,0,0,887,1330500.0,21252.0,0.40390058876811574,621000.0,130500.0,328,0.0041015625,424500.0,0.0,284,0.0005859375,136500.0,0.0,92,0.0035156249999999997,279000.0,0.0,186
39,39,1539000.0,1383000.0,156000.0,1026,922,104,0.10136452241715393,0.4204543394721575,0.10765264736803938,0.1806004360587792,0.26216338804005407,0.8247174884519684,0.2543859649122804,922,557427.5452624899,17401.803004711866,1563179.4353650794,1567411.148806785,1571343.36147436,1572600.4448008016,0,0,0.0,0,0,0,0,922,1383000.0,17164.0,0.4204543394721575,646500.0,156000.0,326,0.005078125,415500.0,0.0,276,0.0015625,156000.0,0.0,103,0.0035156249999999997,321000.0,0.0,214
40,40,1471500.0,1273500.0,198000.0,981,849,132,0.1345565749235473,0.44266231879102824,0.11242339219775706,0.1906693852642816,0.2579727773628359,0.751593217267976,0.316768603465851,849,600834.9331608366,18316.456685766578,1562484.2045856102,1566947.4139043028,1570388.728114264,1571102.6034810469,0,0,0.0,0,0,0,0,849,1273500.0,17316.0,0.44266231879102824,685500.0,198000.0,327,0.0041015625,403500.0,0.0,270,0.0,106500.0,0.0,73,0.0029296875,276000.0,0.0,185
41,41,1377000.0,1209000.0,168000.0,918,806,112,0.12200435729847486,0.42580482986902024,0.10776956684225505,0.18362101678676812,0.25621195983627476,0.7300761676381101,0.33333333333333304,806,637742.4493574295,18923.02907784283,1567416.1401294284,1571692.681175253,1574520.2364201879,1576446.1705586016,0,0,0.0,0,0,0,0,806,1209000.0,16296.0,0.42580482986902024,658500.0,168000.0,327,0.0029296875,367500.0,0.0,247,0.0,78000.0,0.0,52,0.00234375,273000.0,0.0,183
42,42,1354500.0,1191000.0,163500.0,903,794,109,0.12070874861572528,0.4238182243663592,0.10751705609158979,0.1826218564792905,0.2573992712835735,0.7387316134503115,0.32087486157253564,794,643165.4893998486,18802.088921189308,1567065.847064092,1571615.0241291644,1576561.3648959158,1578377.2464000136,0,0,0.0,0,0,0,0,794,1191000.0,17044.0,0.4238182243663592,651000.0,163500.0,325,0.0039062499999999996,337500.0,0.0,224,0.0,93000.0,0.0,62,0.00234375,273000.0,0.0,182
43,43,1399500.0,1192500.0,207000.0,933,795,138,0.14790996784565907,0.4469490840517239,0.11276266163793097,0.19294454861749824,0.2545996433726832,0.7270530634335713,0.32073954983922803,795,644571.1423731538,18663.050131097436,1568992.48699397,1574455.0887730012,1576455.8349823798,1578468.9458456188,0,0,0.0,0,0,0,0,795,1192500.0,16120.0,0.4469490840517239,696000.0,207000.0,326,0.00234375,315000.0,0.0,212,0.0,109500.0,0.0,73,0.0017578124999999998,279000.0,0.0,187
44,44,1368000.0,1167000.0,201000.0,912,778,134,0.1469298245614034,0.4433585221069867,0.11157205240174667,0.1915580530884435,0.2533102709470558,0.7086343684397066,0.33881578947368385,778,662482.1365019972,19309.025924716145,1589635.8806933821,1595166.235908988,1597918.840234111,1599010.8091626018,0,0,0.0,0,0,0,0,778,1167000.0,18796.0,0.4433585221069867,687000.0,201000.0,326,0.0017578124999999998,315000.0,0.0,211,0.0,78000.0,0.0,52,0.001171875,288000.0,0.0,193
45,45,1444500.0,1236000.0,208500.0,963,824,139,0.14434060228452741,0.44880609408893685,0.11342222664723421,0.19363664212335524,0.2554551608668633,0.7317952546139205,0.3252855659397713,824,625524.233815678,19048.571042921394,1594067.0464010793,1598874.6072960894,1602135.0854535624,1602336.210345775,0,0,0.0,0,0,0,0,824,1236000.0,17324.0,0.44880609408893685,691500.0,208500.0,321,0.002734375,357000.0,0.0,237,0.0,78000.0,0.0,52,0.0021484374999999997,318000.0,0.0,211
46,46,1429500.0,1237500.0,192000.0,953,825,128,0.1343126967471143,0.4399274553571426,0.11056780133928565,0.19015648673331326,0.25266844409233163,0.747224059685185,0.31400839454354634,825,619246.7438381744,18737.01053020358,1590873.1635537997,1595615.526244371,1598530.1806020718,1598888.429238394,0,0,0.0,0,0,0,0,825,1237500.0,18528.0,0.4399274553571426,672000.0,192000.0,321,0.001171875,358500.0,0.0,241,0.0,90000.0,0.0,60,0.001171875,309000.0,0.0,207
47,47,1423500.0,1224000.0,199500.0,949,816,133,0.14014752370916744,0.4442007211538459,0.11188025841346147,0.19186532518885005,0.2537466106975219,0.7503432612484712,0.3069020021074813,816,626450.14471866,18399.72788015008,1581724.1453696042,1590018.8652605494,1593905.386412129,1594723.3533552587,0,0,0.0,0,0,0,0,816,1224000.0,17176.0,0.4442007211538459,682500.0,199500.0,321,0.001171875,339000.0,0.0,226,0.0009765625,118500.0,0.0,78,0.001171875,283500.0,0.0,189
48,48,1437000.0,1192500.0,244500.0,958,795,163,0.17014613778705626,0.4650073793634495,0.11678895421586237,0.20104591474263736,0.25231222227277833,0.7036556567608182,0.3449895615866385,795,646905.0576103226,18799.17521329224,1581456.445452597,1586292.4181183956,1590300.2200089453,1591469.3060231954,0,0,0.0,0,0,0,0,795,1192500.0,18196.0,0.4650073793634495,730500.0,244500.0,324,0.0021484374999999997,339000.0,0.0,225,0.0,90000.0,0.0,61,0.0,277500.0,0.0,187
49,49,1423500.0,1179000.0,244500.0,949,786,163,0.17175974710221276,0.46569748711340186,0.11686382490335047,0.20140048729109275,0.251889418589736,0.7063116237777199,0.3379873551106425,786,655242.8737595704,18887.478540301323,1594605.876795061,1599269.157917089,1601971.6340395533,1602354.994861558,0,0,0.0,0,0,0,0,786,1179000.0,15504.0,0.46569748711340186,727500.0,244500.0,322,0.0017578124999999998,321000.0,0.0,214,0.0,102000.0,0.0,68,0.0,273000.0,0.0,182
50,50,1482000.0,1245000.0,237000.0,988,830,158,0.15991902834008087,0.462214226973684,0.11584652549342099,0.19997605796213735,0.25126983599670305,0.7481865284974093,0.31123481781376494,830,609724.2929706932,18207.28582603857,1589075.500423786,1593716.6034331073,1595709.9186774266,1595842.1947990358,0,0,0.0,0,0,0,0,830,1245000.0,20668.0,0.462214226973684,712500.0,237000.0,320,0.001171875,367500.0,0.0,246,0.0,129000.0,0.0,86,0.0,273000.0,0.0,182
51,51,1495500.0,1233000.0,262500.0,997,822,175,0.17552657973921754,0.47410747634462125,0.11867335346115532,0.2052101259451847,0.250620048306743,0.7128149193536821,0.33826479438314916,822,631665.607957807,18382.231852982193,1582004.4805865313,1587324.924009247,1591221.5867366109,1591299.3834479302,0,0,0.0,0,0,0,0,822,1233000.0,15532.0,0.47410747634462125,753000.0,262500.0,323,0.0005859375,358500.0,0.0,240,0.0,105000.0,0.0,70,0.0,279000.0,0.0,186
52,52,1453500.0,1231500.0,222000.0,969,821,148,0.15273477812177494,0.45494261911134876,0.1141262797778372,0.1967714392044912,0.251719434881557,0.735394874108326,0.32636738906088736,821,609374.3190056965,18505.692868344486,1566813.0012765676,1577351.548377493,1581244.6997659232,1581807.4948377833,0,0,0.0,0,0,0,0,821,1231500.0,16692.0,0.45494261911134876,700500.0,222000.0,322,0.0015625,376500.0,0.0,250,0.0,102000.0,0.0,68,0.0,274500.0,0.0,183
53,53,1440000.0,1264500.0,175500.0,960,843,117,0.12187499999999993,0.427064356782511,0.10676608919562774,0.18492429101225785,0.25000351235941015,0.7530150014707324,0.3156249999999998,843,611930.3599430693,18397.8023821339,1561889.0378061861,1566164.7367801252,1571419.5561626991,1571497.0397161245,0,0,0.0,0,0,0,0,843,1264500.0,16392.0,0.427064356782511,669000.0,175500.0,330,0.0,394500.0,0.0,265,0.0,103500.0,0.0,69,0.0,273000.0,0.0,182
