time_interval,epoch,total_B_gen,total_B_adm,total_B_drop,total_N_gen,total_N_adm,total_N_drop,drop_ratio,P_q_max,P_q_mean,P_q_std,fairness_P,fairness_B,imbalance_B,lat_n,lat_mean_ns,lat_p50_ns,lat_p95_ns,lat_p99_ns,lat_p999_ns,lat_max_ns,reassignments,pred_risk_max,pcie_drop_pkts,P_q[0],B_q_gen[0],B_q_drop[0],K_q[0],P_q[1],B_q_gen[1],B_q_drop[1],K_q[1],P_q[2],B_q_gen[2],B_q_drop[2],K_q[2],P_q[3],B_q_gen[3],B_q_drop[3],K_q[3]
42,42,153000.0,126000.0,27000.0,102,84,18,0.17647058823529296,0.4672526041666646,0.11896158854166615,0.20111068239336027,0.25920516014937717,0.6068595426971535,0.4460784313725461,84,220358.6406259896,9236.109991091304,511453.0612726016,512308.0225911105,512541.85933810996,512567.8411988877,0,0.29220521942678823,0,0.4672526041666646,81000.0,27000.0,30,0.0080078125,52500.0,0.0,28,0.0005859375,18000.0,0.0,12,0.0,1500.0,0.0,1
43,43,109500.0,90000.0,19500.0,73,60,13,0.1780821917808203,0.46695106907894435,0.11761667351973609,0.20169341398129298,0.25376639107324234,0.6281235266383781,0.4280821917808182,60,214565.24802434625,11367.439184203511,509802.3565507646,511334.9258626584,511498.34252612735,511516.49993317947,0,0.226544163690521,0,0.46695106907894435,57000.0,19500.0,29,0.0035156249999999997,36000.0,0.0,27,0.0,15000.0,0.0,11,0.0,1500.0,0.0,1
44,44,108000.0,93000.0,15000.0,72,62,10,0.1388888888888876,0.4298616976351327,0.10775839315878318,0.18596704493009128,0.25136540628870213,0.6242774566473989,0.4305555555555518,62,222362.21461667883,10116.917605122668,508192.32389107224,508976.473415017,509068.323886593,509078.5294945459,0,0.23202378128303047,0,0.4298616976351327,55500.0,15000.0,29,0.001171875,37500.0,0.0,29,0.0,13500.0,0.0,9,0.0,1500.0,0.0,1
45,45,157500.0,129000.0,28500.0,105,86,19,0.1809523809523798,0.4733132102272706,0.12057439630681764,0.20367001986697655,0.2595204041440217,0.6254254594962559,0.4309523809523781,86,214152.5228118798,9116.887395959464,508719.4301293859,509618.6426283106,509620.61275108746,509620.83165361825,0,0.3199700244958801,0,0.4733132102272706,82500.0,28500.0,30,0.00703125,51000.0,0.0,28,0.001953125,22500.0,0.0,13,0.0,1500.0,0.0,1
46,46,103500.0,84000.0,19500.0,69,56,13,0.18840579710144745,0.4709881756756725,0.11833298141891813,0.20360781960941515,0.2524901918871888,0.6063423331635253,0.44565217391303946,56,218916.61945380172,8170.298560510622,508899.93969370023,509795.9645352719,510004.6628485641,510027.851550041,0,0.23864415594535007,0,0.4709881756756725,55500.0,19500.0,29,0.00234375,34500.0,0.0,27,0.0,12000.0,0.0,10,0.0,1500.0,0.0,1
47,47,132000.0,115500.0,16500.0,88,77,11,0.12499999999999906,0.4197605298913026,0.10650263247282564,0.18087041105266696,0.2574593258657378,0.6169534735500318,0.43749999999999667,77,231843.4816123681,8753.32228097273,508863.07529731246,510370.32969203393,510483.77543741366,510496.38052023365,0,0.2803657092366438,0,0.4197605298913026,69000.0,16500.0,30,0.0052734375,45000.0,0.0,27,0.0009765625,16500.0,0.0,10,0.0,1500.0,0.0,1
48,48,127500.0,103500.0,24000.0,85,69,16,0.18823529411764559,0.4715692934782584,0.11916185461956459,0.20347309129194602,0.25538580180447856,0.6087799123693967,0.4441176470588202,69,222957.18542184486,9454.028704855824,510124.9646031448,510746.5644509931,510783.0230573386,510787.0740135992,0,0.28229026978829047,0,0.4715692934782584,69000.0,24000.0,31,0.005078125,40500.0,0.0,26,0.0,16500.0,0.0,12,0.0,1500.0,0.0,1
49,49,108000.0,91500.0,16500.0,72,61,11,0.15277777777777635,0.43751001602563855,0.11010992588140964,0.1890283140703821,0.25335028837689455,0.6027906976744186,0.45138888888888506,61,234820.18939677306,10942.44128169096,509307.79869431234,510215.5798730582,510284.7648759531,510292.45209849696,0,0.249329641214028,0,0.43751001602563855,58500.0,16500.0,30,0.0029296875,34500.0,0.0,26,0.0,15000.0,0.0,10,0.0,0.0,0.0,0
50,50,148500.0,123000.0,25500.0,99,82,17,0.17171717171717057,0.46272110849056397,0.11885410524764099,0.1985633283151469,0.26377933600890996,0.5995228774161977,0.4520202020201991,82,224737.1563730145,9676.104766433127,509475.6176885548,510180.8814348287,510243.80372377514,510250.79508921364,0,0.31348125742205146,0,0.46272110849056397,79500.0,25500.0,30,0.009765625,51000.0,0.0,27,0.0029296875,16500.0,0.0,8,0.0,1500.0,0.0,1
51,51,109500.0,91500.0,18000.0,73,61,12,0.1643835616438341,0.45150240384615126,0.11419396033653782,0.19475349441568815,0.2558470944373718,0.6136573007830493,0.4417808219178043,61,226611.6186042321,9018.57367981691,509812.6836602872,511073.3037425544,511332.8931811382,511361.73645209195,0,0.24734904056587306,0,0.45150240384615126,58500.0,18000.0,31,0.0046875,34500.0,0.0,27,0.0005859375,16500.0,0.0,13,0.0,0.0,0.0,0
52,52,105000.0,87000.0,18000.0,70,58,12,0.1714285714285698,0.4532072368421025,0.11388774671052562,0.19590853560202062,0.25258788631418994,0.6010794896957802,0.44999999999999596,58,229517.99417026056,9579.407805897761,509982.5743650784,511281.66723457014,511740.24910996185,511791.20265167207,0,0.2510475267296687,0,0.4532072368421025,57000.0,18000.0,30,0.00234375,34500.0,0.0,27,0.0,12000.0,0.0,9,0.0,1500.0,0.0,1
53,53,156000.0,130500.0,25500.0,104,87,17,0.16346153846153744,0.45669389204545263,0.11744495738636315,0.1958925498974789,0.2644070282926933,0.6081871345029239,0.4471153846153817,87,223501.10132209837,9950.078756185714,509129.666205833,510033.9484994863,510731.02754931996,510808.48077707924,0,0.32539667876927614,0,0.45669389204545263,82500.0,25500.0,31,0.0091796875,52500.0,0.0,28,0.00390625,21000.0,0.0,10,0.0,0.0,0.0,0
54,54,105000.0,87000.0,18000.0,70,58,12,0.1714285714285698,0.45496504934210247,0.11491313733552562,0.19633838917156413,0.2551531682133537,0.6010794896957802,0.44999999999999596,58,229232.35662589825,10179.111028055893,508813.6306328062,509835.7857039297,510266.64782167197,510314.52139031,0,0.24448248460513167,0,0.45496504934210247,57000.0,18000.0,30,0.0046875,34500.0,0.0,26,0.0,12000.0,0.0,12,0.0,1500.0,0.0,1
55,55,111000.0,96000.0,15000.0,74,64,10,0.13513513513513392,0.424689503205126,0.1067583133012815,0.18356015189913966,0.2527616524315817,0.6172227231740307,0.4391891891891855,64,231688.64679481537,9840.404059555149,509026.87934782833,510536.000689514,511118.43253569753,511183.14718527347,0,0.25228661912852657,0,0.424689503205126,58500.0,15000.0,30,0.00234375,36000.0,0.0,28,0.0,16500.0,0.0,11,0.0,0.0,0.0,0
56,56,150000.0,124500.0,25500.0,100,83,17,0.16999999999999887,0.46174454599056397,0.11895176149764099,0.19794465621834198,0.26531322493757037,0.6082725060827251,0.44499999999999695,83,222476.56808961762,9564.144537225366,510472.0200846387,511495.91983053286,511572.6362917061,511581.1603429476,0,0.3157966983405498,0,0.46174454599056397,79500.0,25500.0,31,0.010156249999999999,51000.0,0.0,26,0.00390625,18000.0,0.0,8,0.0,1500.0,0.0,1
57,57,109500.0,93000.0,16500.0,73,62,11,0.15068493150684795,0.4392678285256386,0.11054937900640965,0.18978945403503475,0.25333688270442933,0.6136573007830493,0.4417808219178043,62,231109.08211463623,9199.786390411668,510869.4193265302,511224.42027022934,511242.82518514176,511244.8701756876,0,0.24645391551432277,0,0.4392678285256386,58500.0,16500.0,30,0.0029296875,34500.0,0.0,30,0.0,16500.0,0.0,15,0.0,0.0,0.0,0
58,58,105000.0,82500.0,22500.0,70,55,15,0.21428571428571225,0.49742926520269903,0.12494325380067475,0.21505702753162956,0.2523578300614778,0.6094527363184079,0.44285714285713884,55,204893.11497596404,8397.422346655978,508320.3684142061,509610.2061225561,510261.1610816034,510333.4894103864,0,0.25399603562801515,0,0.49742926520269903,55500.0,22500.0,28,0.00234375,36000.0,0.0,25,0.0,12000.0,0.0,8,0.0,1500.0,0.0,1
59,59,157500.0,132000.0,25500.0,105,88,17,0.16190476190476089,0.4570845170454526,0.11705433238636315,0.19633852342931787,0.2622322605844827,0.6159217877094972,0.4404761904761876,88,219955.82044100278,8664.26994005288,507529.33368201833,508615.6507274669,508881.86381183355,508911.44304342987,0,0.3321496181157728,0,0.4570845170454526,82500.0,25500.0,30,0.008203125,52500.0,0.0,29,0.0029296875,22500.0,0.0,12,0.0,0.0,0.0,0
60,60,105000.0,88500.0,16500.0,70,59,11,0.15714285714285564,0.44180715460526065,0.11147717927631516,0.1907234507590265,0.2546436860390176,0.6010794896957802,0.44999999999999596,59,233245.31211610223,9862.660590849584,507826.41646182747,508660.0384520749,508889.8960524398,508915.4357858137,0,0.2465227531683805,0,0.44180715460526065,57000.0,16500.0,31,0.0041015625,34500.0,0.0,26,0.0,12000.0,0.0,11,0.0,1500.0,0.0,1
61,61,109500.0,94500.0,15000.0,73,63,10,0.13698630136986176,0.42410356570512603,0.10617237580128151,0.18355781393977882,0.25069315515221047,0.6136573007830493,0.4417808219178043,63,234536.8054905201,9393.587578783045,507750.84146289463,508966.7910465749,509128.8434383927,509146.84925970575,0,0.25362385967890955,0,0.42410356570512603,58500.0,15000.0,31,0.0005859375,34500.0,0.0,29,0.0,16500.0,0.0,11,0.0,0.0,0.0,0
62,62,156000.0,126000.0,30000.0,104,84,20,0.1923076923076911,0.48694299768518284,0.1250560619212957,0.20896958296401613,0.2636956963618799,0.6201834862385321,0.4326923076923048,84,206504.7588576267,8975.766736581922,505864.2621354948,506806.2198909719,507306.63781200245,507362.23980322806,0,0.32494195226472605,0,0.48694299768518284,81000.0,30000.0,28,0.0103515625,54000.0,0.0,26,0.0029296875,18000.0,0.0,9,0.0,3000.0,0.0,2
